carbon_1,carbon_2,carbon_3,consumption_1,consumption_2,consumption_3,hour_1,hour_2,hour_3,humidity_1,humidity_2,humidity_3,load_1,load_2,load_3,price_1,price_2,price_3,price_pred_1,price_pred_2,price_pred_3,solar_1,solar_2,solar_3,solar_diffused_1,solar_diffused_2,solar_diffused_3,solar_direct_1,solar_direct_2,solar_direct_3,storage_1,storage_2,storage_3,temp_1,temp_2,temp_3

0.6403465008826216,0.12349693345537494,-0.3642293717944393,0.4072262244774124,-0.39814096528417486,0.2920566765218104,0.682641154968474,-0.4293494379098039,0.023039153344944774,-0.05411232034273495,0.38788009503053067,0.45949669289054484,0.09100952028169851,0.708790680483953,-0.09786976952201494,0.7917766003304707,0.3910032445557007,-0.3410972500688343,0.7787487775883996,-0.1622218655033545,0.6765201836820093,-0.13451002441255266,-0.4402733194589646,-0.7871760767253233,0.9769871606742118,0.4922235055135767,-0.7878419627712867,0.43883588374516563,-0.09363536118352467,0.006333647579356615,0.05663693363500799,-0.010036434586297327,-0.3301995995763243,0.35262806524504614,0.4571842573101272,0.5158365389498616

0.6514971745095117,0.007248433477169858,-0.7115698248287872,-0.5075899138109086,-0.22198836784761067,-0.5429689422282584,-0.301652502690233,0.8673179411133027,0.8205042490638046,-0.3698779676092374,0.21361960912247802,-0.751391945304628,-0.17604527663540592,0.394339753265198,-0.7388345336993445,-0.4159347738904571,0.7689973016518517,0.3150989204106742,-0.04265877114313499,-0.858634999882145,0.9624514303256744,-0.7180991493387248,0.904325407338173,-0.39602094141146393,0.20565299104919288,-0.03605489189008426,0.4947674767033652,-0.04949693395065102,0.6286787138358616,-0.7740549296472761,-0.6764124056642244,-0.4303867796235328,0.41100476525646923,-0.4160003507403147,0.3844808310695129,-0.6145393715573253

0.6761138881418907,-0.33208708934837183,-0.2294090075445674,0.5689096205970916,0.9514833604582738,-0.16475749327185363,0.09867936953497924,0.15092497690713302,0.40669692335945506,-0.26134885422733056,0.06534122276305898,0.7765108344067422,0.3560942426306035,-0.6443922796139887,0.0010921296826915672,-0.4755582124818749,-0.7511706105068572,-0.5970295753730526,0.4846126866320548,-0.8206111647590917,-0.4301812798385851,0.08831860810269432,-0.6067032681477835,0.10660783738724766,-0.45364009935734506,-0.18428495130081712,-0.9721960104755849,-0.1415175504631947,0.4562892073964677,-0.4590353897548545,-0.6434760275333569,0.7193889316519955,-0.04395993319816971,-0.9447140446017899,-0.04095957636708758,-0.695011701323063

-0.8686304512230776,0.3688633143389457,0.5273150184422712,0.3459865919884615,-0.4115476406801346,0.6676973407778388,0.12288128393181053,-0.6631835476204244,0.4916161381938775,0.908915850687233,0.509630113071396,0.765743831506358,0.8487760919557272,0.4587581107763463,-0.8746390812717999,-0.25823914358202105,-0.009809574306018698,-0.7071370055910382,0.3769329938291508,-0.580499435772059,0.9690809342175428,-0.3758021601603241,-0.47097275348061807,0.1061762116312599,0.02537697903461189,-0.16554795808459555,-0.3847729067958212,0.6630145599377382,-0.07382666451145581,-0.19129911029897673,0.0654644564410134,-0.7349481584015294,0.6763811775799173,-0.5756418330276027,-0.8169402094923772,-0.1675301067594066

-0.301752595932763,0.9578497972747566,0.05775395730069624,0.12272129120821758,-0.3240641052524249,-0.15355710923669075,0.5637114600956777,0.6578810295863989,-0.2246926079650755,-0.18116565572301713,0.33952429183574473,0.2467647239315076,0.493874144049948,-0.4859291128154454,-0.9468315538682813,0.9984205844769044,-0.39572364273883565,0.4289923078449932,-0.986827203687162,0.676026440076508,0.8326442010185252,0.4496369236696914,-0.5670134954336098,-0.3672480485215007,0.15980045764516765,-0.6078908037326604,-0.3163481859829607,-0.6080294525971436,-0.35137328958701436,-0.7781236947705457,0.09184925545413947,-0.1656877883620362,-0.8821726441358054,0.6393924762261194,-0.49611565970730576,0.1789613770639118

-0.8964161666137795,-0.2433994736897147,-0.003400905923788944,0.22041483503056614,-0.09475924494580878,0.17694975925118106,0.19686664264096354,-0.39191906540135824,-0.8310539897120304,0.1338746907541819,0.9721433036775748,-0.8196133387559073,-0.06884095976666238,-0.3164275121940656,-0.6471734822759494,0.8082153015423994,0.9496258885688227,0.5446326907884766,-0.45792925925633554,0.46075266444054463,0.422214764446311,0.4916464092324344,0.16177398171208446,-0.7811477408589127,0.34298778399317253,0.02108181369986606,-0.7146030639794674,0.9785043541870777,-0.35344703316730475,-0.2710869860621863,0.6238723596274687,-0.01404767831317999,0.26574964467931594,0.398987291892418,-0.7493268406978915,0.9430169607771783

0.7270539726130156,-0.4743309687239574,-0.12285517301188786,-0.2817611549436241,-0.6106169875576524,0.9518132779009325,0.8989944701866135,-0.6169885925198988,0.264427402878598,0.8925278661567049,-0.5033682390236385,0.1672350184738456,-0.8009669463721214,0.17161452926546206,0.36869451531144737,-0.3684012904681244,-0.5336244633824532,-0.5991006403051675,-0.18323325370259202,0.44481044267324443,0.9073965713837382,0.3580131251097538,0.6468753533055434,-0.37957552852355825,-0.4171965240793962,0.44683699231377916,-0.21835529929844277,0.11367453602748623,-0.12048499757195397,-0.7995467259201534,0.6799278735365748,0.7437004870082056,-0.0004072486439434808,0.610062600408048,0.3607594342333107,-0.3733975192981618

